84552_reviewed	cell division
26271_reviewed	cell division
240_reviewed	arachidonate metabolic process
83548_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
84342_reviewed	Golgi organization
57511_reviewed	Golgi organization
128178_reviewed	cell differentiation
30001_reviewed	brown fat cell differentiation
23071_reviewed	cell redox homeostasis
56605_reviewed	cell redox homeostasis
64422_reviewed	autophagosome assembly
10533_reviewed	autophagosome assembly
30837_reviewed	insulin receptor signaling pathway
7275_reviewed	intraciliary transport
10750_reviewed	cell-cell signaling
10040_reviewed	activation of protein kinase activity
85365_reviewed	dolichol-linked oligosaccharide biosynthetic process
310_reviewed	autophagy
9344_reviewed	actin cytoskeleton organization
92799_reviewed	positive regulation of epidermal growth factor receptor signaling pathway
682_reviewed	angiogenesis
6566_reviewed	behavioral response to nutrient
3185_reviewed	mRNA splicing, via spliceosome
51592_reviewed	negative regulation of BMP signaling pathway
25825_reviewed	amyloid-beta metabolic process
5160_reviewed	glucose metabolic process
5161_reviewed	glucose metabolic process
64145_reviewed	early endosome to Golgi transport
11311_reviewed	intracellular protein transport
10112_reviewed	microtubule bundle formation
54453_reviewed	endocytosis
8547_reviewed	cell surface pattern recognition receptor signaling pathway
3985_reviewed	actin cytoskeleton organization
5330_reviewed	cell chemotaxis
25793_reviewed	autophagy of mitochondrion
26190_reviewed	protein modification process
26224_reviewed	entrainment of circadian clock by photoperiod
93611_reviewed	ERAD pathway
10273_reviewed	cellular response to heat
80230_reviewed	early endosome to Golgi transport
2888_reviewed	insulin receptor signaling pathway
3736_reviewed	action potential
2870_reviewed	G protein-coupled receptor signaling pathway
84893_reviewed	DNA catabolic process
8941_reviewed	axon guidance
6513_reviewed	cellular hyperosmotic response
5424_reviewed	base-excision repair, gap-filling
3978_reviewed	anatomical structure morphogenesis
4862_reviewed	central nervous system development
10801_reviewed	actin cytoskeleton organization
23308_reviewed	adaptive immune response
29851_reviewed	cell-cell adhesion
5612_reviewed	negative regulation of cell population proliferation
9970_reviewed	cell differentiation
84106_reviewed	integrin-mediated signaling pathway
3757_reviewed	cardiac muscle contraction
23350_reviewed	RNA processing
1665_reviewed	antiviral innate immune response
10523_reviewed	intracellular calcium ion homeostasis
9879_reviewed	mRNA splicing, via spliceosome
11325_reviewed	intracellular protein localization
11004_reviewed	attachment of mitotic spindle microtubules to kinetochore
10250_reviewed	mRNA splicing, via spliceosome
6746_reviewed	cotranslational protein targeting to membrane
6734_reviewed	cotranslational protein targeting to membrane
5617_reviewed	cell surface receptor signaling pathway
5479_reviewed	bone development
833_reviewed	cysteinyl-tRNA aminoacylation
50616_reviewed	acute-phase response
58985_reviewed	cytokine-mediated signaling pathway
6693_reviewed	apoptotic signaling pathway
10332_reviewed	adaptive immune response
8936_reviewed	actin cytoskeleton organization
10163_reviewed	actin cytoskeleton organization
64946_reviewed	chromosome segregation
6755_reviewed	cellular response to glucocorticoid stimulus
8741_reviewed	immune response
10316_reviewed	calcium-mediated signaling
5447_reviewed	carnitine metabolic process
1557_reviewed	epoxygenase P450 pathway
1559_reviewed	cholesterol metabolic process
1544_reviewed	aflatoxin metabolic process
1008_reviewed	adherens junction organization
8528_reviewed	aspartate metabolic process
1823_reviewed	cell-cell adhesion
10231_reviewed	calcineurin-NFAT signaling cascade
23770_reviewed	apoptotic process
1728_reviewed	cell redox homeostasis
4967_reviewed	2-oxoglutarate decarboxylation to succinyl-CoA
1738_reviewed	2-oxoglutarate decarboxylation to succinyl-CoA
2034_reviewed	angiogenesis
6159_reviewed	cytoplasmic translation
22919_reviewed	attachment of mitotic spindle microtubules to kinetochore
5308_reviewed	anatomical structure morphogenesis
661_reviewed	defense response to virus
55703_reviewed	defense response to virus
55718_reviewed	defense response to virus
171568_reviewed	defense response to virus
6997_reviewed	anterior/posterior axis specification, embryo
6915_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
85406_reviewed	protein transport
1812_reviewed	adenylate cyclase-activating adrenergic receptor signaling pathway
81848_reviewed	animal organ development
2566_reviewed	adult behavior
1816_reviewed	adenylate cyclase-activating adrenergic receptor signaling pathway
10486_reviewed	actin filament organization
4664_reviewed	endochondral ossification
3958_reviewed	eosinophil chemotaxis
2006_reviewed	animal organ morphogenesis
55835_reviewed	astral microtubule nucleation
51520_reviewed	cellular response to amino acid starvation
3035_reviewed	histidyl-tRNA aminoacylation
2264_reviewed	cell migration
11168_reviewed	chromatin remodeling
51561_reviewed	cell surface receptor signaling pathway via JAK-STAT
3593_reviewed	cell migration
1316_reviewed	B cell differentiation
2551_reviewed	blastocyst formation
6935_reviewed	cartilage development
1052_reviewed	fat cell differentiation
11260_reviewed	intracellular protein transport
53358_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
3670_reviewed	atrial septum morphogenesis
2056_reviewed	acute-phase response
3843_reviewed	cellular response to amino acid stimulus
4146_reviewed	extracellular matrix organization
8785_reviewed	extracellular matrix organization
135112_reviewed	negative regulation of cellular response to oxidative stress
5813_reviewed	dendritic transport of messenger ribonucleoprotein complex
3192_reviewed	adaptive thermogenesis
689_reviewed	in utero embryonic development
9332_reviewed	acute-phase response
7306_reviewed	acetoacetic acid metabolic process
4913_reviewed	base-excision repair, AP site formation
2073_reviewed	base-excision repair, AP site formation
11227_reviewed	glycosaminoglycan biosynthetic process
29119_reviewed	bundle of His cell-Purkinje myocyte adhesion involved in cell communication
8313_reviewed	aortic valve morphogenesis
10076_reviewed	animal organ regeneration
2266_reviewed	blood coagulation, fibrin clot formation
9542_reviewed	animal organ development
9392_reviewed	autophagy
7052_reviewed	proteolysis
7139_reviewed	cardiac muscle contraction
7135_reviewed	cardiac muscle contraction
26354_reviewed	positive regulation of miRNA transcription
8396_reviewed	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process
1638_reviewed	cell development
1050_reviewed	acute-phase response
9134_reviewed	cell division
4661_reviewed	cell differentiation
3694_reviewed	amelogenesis
5045_reviewed	amyloid fibril formation
55690_reviewed	lymphocyte homeostasis
51206_reviewed	collagen-activated signaling pathway
8106_reviewed	cellular response to lipopolysaccharide
2046_reviewed	axon guidance
161882_reviewed	atrial septum morphogenesis
8013_reviewed	adult behavior
171392_reviewed	bone resorption
7378_reviewed	cellular response to glucose starvation
151531_reviewed	CMP catabolic process
7553_reviewed	regulation of transcription by RNA polymerase II
37_reviewed	energy derivation by oxidation of organic compounds
435_reviewed	ammonia assimilation cycle
4758_reviewed	ganglioside catabolic process
5476_reviewed	intracellular protein transport
10228_reviewed	endocytic recycling
9666_reviewed	protein polyubiquitination
5119_reviewed	autophagosome maturation
27183_reviewed	actomyosin contractile ring contraction
58497_reviewed	regulation of microtubule polymerization
5443_reviewed	calcium-mediated signaling
4160_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
4335_reviewed	cellular senescence
54739_reviewed	apoptotic process
89_reviewed	actin cytoskeleton organization
9230_reviewed	amyloid-beta clearance by transcytosis
57111_reviewed	epithelial cell morphogenesis
5454_reviewed	central nervous system neuron differentiation
51135_reviewed	cytokine-mediated signaling pathway
56850_reviewed	negative regulation of receptor clustering
64395_reviewed	germ cell development
1837_reviewed	chemical synaptic transmission
51377_reviewed	chromatin remodeling
55559_reviewed	cell division
2646_reviewed	carbohydrate derivative metabolic process
2645_reviewed	calcium ion import
5054_reviewed	angiogenesis
5004_reviewed	acute-phase response
6432_reviewed	cellular response to leukemia inhibitory factor
10435_reviewed	actin cytoskeleton organization
398_reviewed	blastocyst hatching
57381_reviewed	actin cytoskeleton organization
921_reviewed	apoptotic signaling pathway
22821_reviewed	intracellular signal transduction
3959_reviewed	cell adhesion
23708_reviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
1901_reviewed	actin cytoskeleton organization
2977_reviewed	cGMP-mediated signaling
3001_reviewed	apoptotic process
8125_reviewed	intracellular signal transduction
10741_reviewed	positive regulation of gene expression
7375_reviewed	negative regulation of protein ubiquitination
10598_reviewed	maintenance of unfolded protein
65108_reviewed	actin filament organization
9863_reviewed	cellular response to nerve growth factor stimulus
10121_reviewed	vesicle-mediated transport
29970_reviewed	positive regulation of hippo signaling
5978_reviewed	auditory receptor cell stereocilium organization
54764_reviewed	cell migration
6619_reviewed	snRNA transcription
10239_reviewed	anterograde axonal transport
8546_reviewed	anterograde synaptic vesicle transport
26985_reviewed	anterograde axonal transport
55679_reviewed	cell-cell adhesion
2159_reviewed	blood coagulation
7035_reviewed	blood coagulation
4058_reviewed	cell population proliferation
7058_reviewed	cell adhesion
9156_reviewed	DNA recombination
4150_reviewed	negative regulation of apoptotic signaling pathway
4856_reviewed	angiogenesis
2000_reviewed	cell differentiation
26092_reviewed	nuclear membrane organization
80331_reviewed	exocytosis
103_reviewed	adenosine to inosine editing
9627_reviewed	cell death
11315_reviewed	adult locomotory behavior
9246_reviewed	innate immune response
140807_reviewed	intermediate filament organization
3880_reviewed	cell differentiation involved in embryonic placenta development
3817_reviewed	regulation of systemic arterial blood pressure
5269_reviewed	cellular response to osmotic stress
51412_reviewed	chromatin organization
64219_reviewed	protein catabolic process
51455_reviewed	DNA biosynthetic process
30000_reviewed	negative regulation of muscle cell differentiation
8493_reviewed	cellular response to starvation
51503_reviewed	mRNA cis splicing, via spliceosome
6136_reviewed	cytoplasmic translation
22828_reviewed	negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled
6137_reviewed	blastocyst development
4599_reviewed	antiviral innate immune response
2213_reviewed	antibody-dependent cellular cytotoxicity
10288_unreviewed	adaptive immune response
3483_reviewed	cell adhesion
7352_reviewed	adaptive thermogenesis
51085_reviewed	anatomical structure morphogenesis
10629_reviewed	chromatin remodeling
27097_reviewed	positive regulation of DNA-templated transcription
117143_reviewed	positive regulation of DNA-templated transcription
9913_reviewed	maintenance of protein location in nucleus
10073_reviewed	cytoskeleton organization
80700_reviewed	endosome to lysosome transport via multivesicular body sorting pathway
10067_reviewed	exocytosis
8315_reviewed	MAPK cascade
5134_reviewed	apoptotic process
8991_reviewed	protein transport
51132_reviewed	negative regulation of DNA-templated transcription
9097_reviewed	chemical synaptic transmission
1576_reviewed	aflatoxin metabolic process
64112_reviewed	apoptotic signaling pathway
6615_reviewed	aortic valve morphogenesis
60489_reviewed	antiviral innate immune response
23197_reviewed	ERAD pathway
51514_reviewed	DNA damage response
4303_reviewed	insulin receptor signaling pathway
4891_reviewed	cadmium ion transmembrane transport
80762_reviewed	CD4-positive, alpha-beta T cell proliferation
64756_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
506_reviewed	angiogenesis
122953_reviewed	chromatin remodeling
26145_reviewed	negative regulation of transcription by RNA polymerase II
959_reviewed	B cell differentiation
9179_reviewed	autophagosome assembly
1540_reviewed	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
23586_reviewed	antiviral innate immune response
7089_reviewed	animal organ morphogenesis
9209_reviewed	regulation of DNA-templated transcription
8728_reviewed	amyloid precursor protein catabolic process
94015_reviewed	L-glutamate transmembrane transport
10196_reviewed	chromatin remodeling
6187_reviewed	cytoplasmic translation
54442_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
5563_reviewed	autophagy
53632_reviewed	cellular response to glucose starvation
54994_reviewed	positive regulation of canonical Wnt signaling pathway
4289_reviewed	actin cytoskeleton organization
23746_reviewed	apoptotic process
54512_reviewed	defense response to virus
51010_reviewed	CUT catabolic process
23471_reviewed	cotranslational protein targeting to membrane
4756_reviewed	axon guidance
5315_reviewed	canonical glycolysis
25841_reviewed	cellular response to toxic substance
26233_reviewed	proteolysis
54461_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
79866_reviewed	cell division
84447_reviewed	endoplasmic reticulum mannose trimming
7546_reviewed	brain development
285671_reviewed	adult behavior
8916_reviewed	protein ubiquitination
246330_reviewed	innate immune response
6596_reviewed	chromosomal DNA methylation maintenance following DNA replication
54894_reviewed	negative regulation of Wnt signaling pathway
11047_reviewed	proteasome assembly
10616_reviewed	canonical NF-kappaB signal transduction
9253_reviewed	adherens junction organization
1158_reviewed	phosphocreatine biosynthetic process
51009_reviewed	endoplasmic reticulum unfolded protein response
56970_reviewed	chromatin organization
23326_reviewed	embryo development ending in birth or egg hatching
22881_reviewed	establishment or maintenance of cell polarity
83743_reviewed	DNA replication
51053_reviewed	animal organ morphogenesis
55593_reviewed	negative regulation of canonical Wnt signaling pathway
7317_reviewed	DNA damage response
9960_reviewed	DNA repair
5532_reviewed	axon extension
29128_reviewed	chromosomal DNA methylation maintenance following DNA replication
57162_reviewed	DNA repair
57161_reviewed	positive regulation of canonical NF-kappaB signal transduction
51256_reviewed	activation of GTPase activity
8521_reviewed	anatomical structure morphogenesis
51255_reviewed	protein autoubiquitination
639_reviewed	adaptive immune response
7443_reviewed	Cajal body organization
23137_reviewed	cell division
79677_reviewed	cellular senescence
10138_reviewed	negative regulation of DNA-templated transcription
23569_reviewed	chromatin organization
7468_reviewed	atrial septum primum morphogenesis
30827_reviewed	positive regulation of DNA-templated transcription
80335_reviewed	DNA-templated transcription termination
51666_reviewed	intracellular signal transduction
26013_reviewed	chromatin organization
7272_reviewed	chromosome segregation
25766_reviewed	mRNA cis splicing, via spliceosome
23512_reviewed	cell population proliferation
6494_reviewed	adaptive immune response
79577_reviewed	cellular response to lipopolysaccharide
9646_reviewed	blastocyst growth
123169_reviewed	endodermal cell fate commitment
54623_reviewed	cellular response to lipopolysaccharide
121536_reviewed	chromatin organization
8833_reviewed	GMP biosynthetic process
10641_reviewed	cellular response to amino acid starvation
8131_reviewed	aorta morphogenesis
54583_reviewed	cardiac muscle tissue morphogenesis
3622_reviewed	DNA damage response
84312_reviewed	negative regulation of cell migration
54556_reviewed	positive regulation of DNA-templated transcription
80314_reviewed	DNA-templated transcription
26122_reviewed	chromatin organization
64769_reviewed	chromatin remodeling
23338_reviewed	protein ubiquitination
9767_reviewed	regulation of cell cycle
23774_reviewed	chromatin remodeling
7862_reviewed	chromatin remodeling
130497_reviewed	cell differentiation
64858_reviewed	double-strand break repair via nonhomologous end joining
9555_reviewed	DNA repair
9678_reviewed	germinal center B cell differentiation
50943_reviewed	B cell homeostasis
9683_reviewed	cellular response to UV
7403_reviewed	chromatin remodeling
8481_reviewed	axoneme assembly
9400_reviewed	cell division
7703_reviewed	anterior/posterior pattern specification
80854_reviewed	chromatin organization
23765_reviewed	cell surface receptor signaling pathway
112483_reviewed	nor-spermidine metabolic process
9896_reviewed	locomotory behavior
55697_reviewed	phosphatidylinositol biosynthetic process
51720_reviewed	DNA repair-dependent chromatin remodeling
10600_reviewed	cell division
139285_reviewed	adipose tissue development
158_reviewed	'de novo' AMP biosynthetic process
10868_reviewed	antiviral innate immune response
8266_reviewed	post-translational protein targeting to endoplasmic reticulum membrane
439_reviewed	protein insertion into ER membrane
84101_reviewed	antiviral innate immune response
9825_reviewed	necroptotic process
219333_reviewed	protein deubiquitination
64854_reviewed	adult feeding behavior
27005_reviewed	protein deubiquitination
25862_reviewed	mRNA splicing, via spliceosome
2517_reviewed	fucose metabolic process
8314_reviewed	common myeloid progenitor cell proliferation
3607_reviewed	canonical glycolysis
7398_reviewed	DNA repair
4139_reviewed	cytoskeleton organization
29761_reviewed	negative regulation of ERAD pathway
154796_reviewed	actin cytoskeleton organization
4798_reviewed	chromatin remodeling
8975_reviewed	autophagy
5496_reviewed	peptidyl-threonine dephosphorylation
5557_reviewed	DNA replication initiation
5558_reviewed	DNA replication initiation
5694_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
6472_reviewed	dTMP biosynthetic process
7023_reviewed	cellular response to dexamethasone stimulus
7126_reviewed	apoptotic process
80124_reviewed	DNA damage response
23035_reviewed	hippocampus development
57599_reviewed	DNA damage response
124739_reviewed	protein deubiquitination
10208_reviewed	Cajal body organization
8520_reviewed	chromosome organization
9092_reviewed	maturation of 5S rRNA
114883_reviewed	bile acid biosynthetic process
9684_reviewed	negative regulation of NF-kappaB transcription factor activity
57559_reviewed	cellular response to L-leucine
10116_reviewed	apoptotic process
10389_reviewed	anatomical structure morphogenesis
10426_reviewed	cytoplasmic microtubule organization
10443_reviewed	blastocyst development
10465_reviewed	mRNA splicing, via spliceosome
10493_reviewed	intermembrane phospholipid transfer
126119_reviewed	protein deubiquitination
10768_reviewed	angiotensin-activated signaling pathway
10845_reviewed	ATP metabolic process
23122_reviewed	basement membrane organization
23276_reviewed	cell division
57695_reviewed	cell division
23382_reviewed	one-carbon metabolic process
26094_reviewed	protein ubiquitination
26121_reviewed	mRNA splicing, via spliceosome
26263_reviewed	cellular response to starvation
85015_reviewed	cell migration
51185_reviewed	limb development
51608_reviewed	ERAD pathway
54800_reviewed	intermediate filament organization
54915_reviewed	immune system process
55031_reviewed	base-excision repair
55109_reviewed	angiogenesis
55182_reviewed	dorsal/ventral neural tube patterning
55252_reviewed	animal organ morphogenesis
55578_reviewed	autophagy
51633_reviewed	cell population proliferation
56957_reviewed	adaptive immune response
55818_reviewed	androgen receptor signaling pathway
57097_reviewed	cell differentiation
55905_reviewed	cell differentiation
55958_reviewed	cell division
90293_reviewed	cell division
56257_reviewed	negative regulation of transcription by RNA polymerase II
57602_reviewed	chromatin organization
56919_reviewed	positive regulation of MAPK cascade
57563_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
57646_reviewed	cell population proliferation
57673_reviewed	DNA methylation-dependent constitutive heterochromatin formation
63893_reviewed	positive regulation of BMP signaling pathway
64398_reviewed	central nervous system neuron development
64852_reviewed	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway
64855_reviewed	gonadotropin secretion
79892_reviewed	cell division
80204_reviewed	negative regulation of epithelial to mesenchymal transition
80311_reviewed	negative regulation of double-strand break repair via homologous recombination
80344_reviewed	exploration behavior
7347_reviewed	post-translational protein modification
81609_reviewed	endocytic recycling
83892_reviewed	negative regulation of Rho protein signal transduction
84142_reviewed	attachment of spindle microtubules to kinetochore
84861_reviewed	cell division
114781_reviewed	adult locomotory behavior
115290_reviewed	ERAD pathway
122769_reviewed	intracellular signal transduction
129831_reviewed	cell differentiation
137886_reviewed	autophagosome assembly
143098_reviewed	bicellular tight junction assembly
154810_reviewed	actin cytoskeleton organization
165324_reviewed	autophagosome assembly
192111_reviewed	macroautophagy
200845_reviewed	negative regulation of smoothened signaling pathway
219743_reviewed	protein processing
221656_reviewed	epigenetic programing of female pronucleus
283899_reviewed	chromatin remodeling
54821_reviewed	cell division
9701_reviewed	regulation of signal transduction
10642_reviewed	CRD-mediated mRNA stabilization
51574_reviewed	box C/D sno(s)RNA 3'-end processing
79066_reviewed	mRNA catabolic process
10528_reviewed	ribosomal small subunit biogenesis
79871_reviewed	PERK-mediated unfolded protein response
79657_reviewed	protein stabilization
9675_reviewed	positive regulation of DNA damage checkpoint
10383_reviewed	flagellated sperm motility
124790_reviewed	negative regulation of DNA-templated transcription
221092_reviewed	alternative mRNA splicing, via spliceosome
10644_reviewed	anatomical structure morphogenesis
6638_reviewed	mRNA splicing, via spliceosome
55631_reviewed	intracellular signal transduction
6731_reviewed	SRP-dependent cotranslational protein targeting to membrane
10949_reviewed	3'-UTR-mediated mRNA stabilization
3310_reviewed	cellular response to heat
23107_reviewed	cell population proliferation
121053_reviewed	box C/D snoRNP assembly
9465_reviewed	action potential
80185_reviewed	positive regulation of DNA damage checkpoint
3188_reviewed	regulation of RNA splicing
10643_reviewed	anatomical structure morphogenesis
64431_reviewed	chromatin remodeling
51441_reviewed	embryonic morphogenesis
26227_reviewed	brain development
26015_reviewed	transcription by RNA polymerase II
51602_reviewed	ribosomal small subunit biogenesis
8531_reviewed	3'-UTR-mediated mRNA stabilization
51184_reviewed	protein import into nucleus
83860_reviewed	maintenance of protein location in nucleus
51807_reviewed	microtubule cytoskeleton organization
23435_reviewed	3'-UTR-mediated mRNA destabilization
6730_reviewed	response to xenobiotic stimulus
832_reviewed	actin polymerization or depolymerization
6175_reviewed	cytoplasmic translation
3841_reviewed	NLS-bearing protein import into nucleus
9894_reviewed	'de novo' cotranslational protein folding
51637_reviewed	negative regulation of protein kinase activity
4343_reviewed	3'-UTR-mediated mRNA destabilization
9987_reviewed	regulation of gene expression
79913_reviewed	chromatin remodeling
6203_reviewed	cytoplasmic translation
93973_reviewed	cell division
51253_reviewed	mitochondrial translation
26118_reviewed	intracellular signal transduction
4076_reviewed	generation of neurons
51530_reviewed	cell division
6941_reviewed	regulation of gene expression
26018_reviewed	hair cycle process
27243_reviewed	autophagosome maturation
6792_reviewed	modulation of chemical synaptic transmission
83990_reviewed	chiasma assembly
22909_reviewed	DNA repair
7805_reviewed	cellular response to leukemia inhibitory factor
540_reviewed	copper ion export
85377_reviewed	cell migration involved in sprouting angiogenesis
10460_reviewed	cell division
112495_reviewed	5S class rRNA transcription by RNA polymerase III
23133_reviewed	brain development
90326_reviewed	positive regulation of transcription by RNA polymerase II
3475_reviewed	adipose tissue development
64100_reviewed	single fertilization
8816_reviewed	negative regulation of fatty acid biosynthetic process
55827_reviewed	positive regulation of transcription by RNA polymerase II
25853_reviewed	protein ubiquitination
79269_reviewed	protein ubiquitination
23038_reviewed	cellular response to insulin stimulus
3720_reviewed	cardiac muscle cell proliferation
22823_reviewed	cellular response to leukemia inhibitory factor
79648_reviewed	bone development
5325_reviewed	apoptotic process
4678_reviewed	blastocyst development
147040_reviewed	negative regulation of neuroblast proliferation
22992_reviewed	chromatin remodeling
55257_reviewed	chromatin organization
57616_reviewed	long-term synaptic potentiation
55626_reviewed	autophagosome assembly
25879_reviewed	decidualization
90379_reviewed	immune system process
54876_reviewed	protein ubiquitination
80067_reviewed	acrosome assembly
84759_reviewed	chromatin remodeling
84678_reviewed	chromatin remodeling
81559_reviewed	host-mediated suppression of symbiont invasion
2023_reviewed	canonical glycolysis
11329_reviewed	DNA damage checkpoint signaling
80233_reviewed	interstrand cross-link repair
2187_reviewed	interstrand cross-link repair
91442_reviewed	interstrand cross-link repair
83933_reviewed	chromatin organization
57132_reviewed	autophagosome maturation
4864_reviewed	adult walking behavior
79594_reviewed	apoptotic process
55819_reviewed	apoptotic process
26001_reviewed	cellular response to leucine starvation
84937_reviewed	positive regulation of autophagosome-lysosome fusion
4850_reviewed	nuclear-transcribed mRNA poly(A) tail shortening
255488_reviewed	apoptotic process
7844_reviewed	central nervous system development
57534_reviewed	blood vessel development
220441_reviewed	apoptotic process
494470_reviewed	forelimb morphogenesis
223082_reviewed	positive regulation of autophagosome-lysosome fusion
148581_reviewed	DNA repair
55284_reviewed	antiviral innate immune response
79102_reviewed	endosome organization
26523_reviewed	miRNA metabolic process
152006_reviewed	male gonad development
51426_reviewed	cellular response to UV
51444_reviewed	cellular response to leukemia inhibitory factor
196403_reviewed	Notch signaling pathway
64844_reviewed	negative regulation of cilium assembly
23295_reviewed	endosome to lysosome transport
54542_reviewed	B cell homeostasis
9921_reviewed	negative regulation of Schwann cell proliferation
9781_reviewed	pattern recognition receptor signaling pathway
91445_reviewed	autophagy
54708_reviewed	negative regulation of cytoplasmic pattern recognition receptor signaling pathway
118424_reviewed	ERAD pathway
2019_reviewed	adult locomotory behavior
51141_reviewed	cellular response to insulin stimulus
4604_reviewed	cell adhesion
149628_reviewed	activation of innate immune response
6934_reviewed	blood vessel development
63826_reviewed	D-serine biosynthetic process
127544_reviewed	adaptive immune response
54766_reviewed	negative regulation of cell population proliferation
7813_reviewed	cell division
51028_reviewed	macroautophagy
79643_reviewed	autophagosome maturation
79791_reviewed	anaphase-promoting complex-dependent catabolic process
56254_reviewed	negative regulation of cell migration
51676_reviewed	actin cytoskeleton organization
51665_reviewed	intracellular signal transduction
140459_reviewed	intracellular signal transduction
140460_reviewed	intracellular signal transduction
83734_reviewed	autophagosome assembly
55054_reviewed	autophagosome assembly
9474_reviewed	aggrephagy
25851_reviewed	autophagosome maturation
5289_reviewed	autophagosome assembly
30849_reviewed	autophagosome maturation
7405_reviewed	autophagosome maturation
22863_reviewed	autophagosome assembly
9711_reviewed	autophagy
29982_reviewed	autophagy
80183_reviewed	autophagosome maturation
60673_reviewed	autophagosome assembly
9776_reviewed	autophagosome assembly
10645_reviewed	calcium-mediated signaling
1201_reviewed	actin cytoskeleton organization
1355_reviewed	cytochrome complex assembly
51144_reviewed	estrogen biosynthetic process
8402_reviewed	gluconeogenesis
6185_reviewed	protein modification process
1468_reviewed	dicarboxylic acid transport
79751_reviewed	aspartate transmembrane transport
1650_reviewed	glycoprotein biosynthetic process
1374_reviewed	aflatoxin metabolic process
283643_reviewed	positive regulation of smoothened signaling pathway
2631_reviewed	mitochondrion organization
3030_reviewed	fatty acid beta-oxidation
64223_reviewed	cellular response to hypoxia
84078_reviewed	negative regulation of signal transduction
89890_reviewed	negative regulation of signal transduction
79736_reviewed	positive regulation of mitochondrial transcription
79863_reviewed	mitochondrial small ribosomal subunit assembly
387338_reviewed	mitochondrial large ribosomal subunit assembly
3996_reviewed	axonogenesis
23008_reviewed	positive regulation of stress-activated MAPK cascade
26608_reviewed	cellular response to glucose starvation
53917_reviewed	attachment of spindle microtubules to kinetochore
6788_reviewed	canonical Wnt signaling pathway
3032_reviewed	fatty acid beta-oxidation
81617_reviewed	intracellular signal transduction
60485_reviewed	cardiac muscle cell proliferation
83937_reviewed	signal transduction
79876_reviewed	erythrocyte differentiation
79885_reviewed	chromatin organization
11198_reviewed	DNA repair
51547_reviewed	DNA damage response
5309_reviewed	anatomical structure morphogenesis
3008_reviewed	chromosome condensation
63925_reviewed	brain development
79447_reviewed	DNA recombination
4299_reviewed	regulation of gene expression
54888_reviewed	cell division
6400_reviewed	ERAD pathway
3156_reviewed	cholesterol biosynthetic process
387521_reviewed	ether lipid biosynthetic process
378884_reviewed	autophagy
84146_reviewed	regulation of transcription by RNA polymerase II
5597_reviewed	intracellular signal transduction
8491_reviewed	intracellular signal transduction
9750_reviewed	cell adhesion
23242_reviewed	actin filament network formation
51307_reviewed	protein import into nucleus
54521_reviewed	cytosolic ciliogenesis
64762_reviewed	cellular response to epidermal growth factor stimulus
91748_reviewed	negative regulation of DNA-templated transcription
146691_reviewed	negative regulation of mitotic nuclear division
9792_reviewed	negative regulation of cell growth
9775_reviewed	associative learning
29028_reviewed	nucleosome assembly
7136_reviewed	cardiac muscle contraction
57167_reviewed	embryonic limb morphogenesis
79923_reviewed	cell differentiation
84458_reviewed	cellular response to estradiol stimulus
7767_reviewed	negative regulation of DNA-templated transcription
8720_reviewed	ATF6-mediated unfolded protein response
2145_reviewed	anatomical structure morphogenesis
9557_reviewed	chromatin remodeling
10038_reviewed	base-excision repair
116443_reviewed	calcium ion transport
51154_reviewed	nuclear-transcribed mRNA catabolic process
200558_reviewed	DNA damage response
3161_reviewed	hyaluronan catabolic process
59348_reviewed	negative regulation of DNA-templated transcription
118_reviewed	actin cytoskeleton organization
80012_reviewed	negative regulation of DNA-templated transcription
140690_reviewed	establishment of protein localization to chromatin
54496_reviewed	chromatin remodeling
113130_reviewed	cell division
23047_reviewed	cell division
3070_reviewed	apoptotic process
63978_reviewed	cell fate specification
10432_reviewed	activation of innate immune response
89884_reviewed	animal organ morphogenesis
4010_reviewed	dopaminergic neuron differentiation
4212_reviewed	animal organ morphogenesis
7342_reviewed	angiogenesis
27287_reviewed	cell differentiation
30012_reviewed	animal organ development
8216_reviewed	negative regulation of Ras protein signal transduction
57862_reviewed	negative regulation of gene expression
84307_reviewed	negative regulation of DNA-templated transcription
65988_reviewed	regulation of DNA-templated transcription
57727_reviewed	glucose homeostasis
221504_reviewed	regulation of transcription by RNA polymerase II
89870_reviewed	innate immune response
10956_reviewed	endoplasmic reticulum unfolded protein response
112399_reviewed	apoptotic process
80232_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
79968_reviewed	DNA damage response
25855_reviewed	apoptotic process
123228_reviewed	post-translational protein modification
5268_reviewed	extracellular matrix organization
