92591_reviewed	intracellular signal transduction
140456_reviewed	endoplasmic reticulum unfolded protein response
57663_reviewed	defense response to virus
54675_reviewed	cardiolipin biosynthetic process
80263_reviewed	bone development
22890_reviewed	B cell differentiation
5224_reviewed	canonical glycolysis
23462_reviewed	angiogenesis
23241_reviewed	apoptotic process
5641_reviewed	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
57551_reviewed	central nervous system neuron development
5261_reviewed	generation of precursor metabolites and energy
5256_reviewed	carbohydrate metabolic process
5255_reviewed	generation of precursor metabolites and energy
23432_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
84264_reviewed	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
147339_reviewed	negative regulation of viral life cycle
225689_reviewed	DNA damage response
157_reviewed	desensitization of G protein-coupled receptor signaling pathway
644815_reviewed	BMP signaling pathway
222584_reviewed	cell population proliferation
114991_reviewed	regulation of transcription by RNA polymerase II
286077_reviewed	biomineral tissue development
9462_reviewed	adipose tissue development
28966_reviewed	protein transport
56977_reviewed	embryo development ending in birth or egg hatching
51150_reviewed	calcium-ion regulated exocytosis
115098_reviewed	cell division
23178_reviewed	energy homeostasis
9922_reviewed	actin cytoskeleton organization
114818_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
4440_reviewed	central nervous system development
10957_reviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
2686_reviewed	glutathione biosynthetic process
149986_reviewed	maternal mRNA clearance
29997_reviewed	cellular response to hypoxia
79727_reviewed	cellular response to glucose stimulus
11103_reviewed	ribosomal small subunit biogenesis
51808_reviewed	protein transport
23029_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
2720_reviewed	carbohydrate metabolic process
27037_reviewed	methylation
55341_reviewed	nuclear export
81788_reviewed	actin cytoskeleton organization
81501_reviewed	cellular response to interleukin-4
7253_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
9289_reviewed	angiogenesis
6775_reviewed	cell surface receptor signaling pathway via JAK-STAT
51704_reviewed	cell volume homeostasis
109_reviewed	acrosome reaction
968_reviewed	autocrine signaling
2780_reviewed	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
4162_reviewed	anatomical structure morphogenesis
970_reviewed	adaptive immune memory response involving T cells and B cells
81502_reviewed	cellular response to oxidative stress
5002_reviewed	organic cation transport
55544_reviewed	3'-UTR-mediated mRNA stabilization
23762_reviewed	lipid transport
9885_reviewed	bile acid biosynthetic process
114880_reviewed	bile acid biosynthetic process
114884_reviewed	intermembrane lipid transfer
114885_reviewed	fat cell differentiation
5800_reviewed	axon guidance
7429_reviewed	actin filament capping
249_reviewed	bone mineralization
54931_reviewed	mitochondrial RNA 5'-end processing
2926_reviewed	anterior/posterior pattern specification
953_reviewed	ADP catabolic process
138151_reviewed	negative regulation of cell population proliferation
374_reviewed	cell-cell signaling
79047_reviewed	negative regulation of DNA-templated transcription
80755_reviewed	alanyl-tRNA aminoacylation
80222_reviewed	mitochondrial threonyl-tRNA aminoacylation
55191_reviewed	'de novo' NAD+ biosynthetic process from L-tryptophan
55172_reviewed	axonemal dynein complex assembly
6813_reviewed	cellular response to type II interferon
23187_reviewed	basement membrane organization
23234_reviewed	nucleosome assembly
5636_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
29765_reviewed	actin filament organization
55466_reviewed	negative regulation of endothelial cell migration
55086_reviewed	negative regulation of double-strand break repair via homologous recombination
5836_reviewed	glucose homeostasis
8468_reviewed	cell differentiation
54851_reviewed	cell differentiation
22824_reviewed	protein folding
124535_reviewed	cell differentiation
26098_reviewed	positive regulation of DNA-templated transcription
2560_reviewed	cellular response to histamine
275_reviewed	glycine catabolic process
11180_reviewed	G1 to G0 transition
5033_reviewed	collagen fibril organization
84306_reviewed	apoptotic process
8394_reviewed	actin cytoskeleton organization
84515_reviewed	DNA damage response
254394_reviewed	DNA damage response
84944_reviewed	cell morphogenesis
84955_reviewed	immune system process
79665_reviewed	mRNA splicing, via spliceosome
282969_reviewed	female mating behavior
10568_reviewed	in utero embryonic development
6094_reviewed	camera-type eye photoreceptor cell differentiation
51495_reviewed	canonical NF-kappaB signal transduction
490_reviewed	calcium ion export across plasma membrane
146862_reviewed	cell differentiation
23252_reviewed	cellular response to nutrient levels
220213_reviewed	protein K63-linked deubiquitination
54726_reviewed	antiviral innate immune response
161725_reviewed	protein deubiquitination
10002_reviewed	cell population proliferation
6096_unreviewed	amacrine cell differentiation
3174_reviewed	cell differentiation
4957_reviewed	cell differentiation
9528_reviewed	autophagy
29035_reviewed	negative regulation of signal transduction by p53 class mediator
171483_reviewed	meiotic cell cycle
765_reviewed	detection of chemical stimulus involved in sensory perception of bitter taste
26047_reviewed	adult behavior
11278_reviewed	negative regulation of transcription by RNA polymerase II
23177_reviewed	centriole-centriole cohesion
8448_reviewed	calcium-dependent activation of synaptic vesicle fusion
1806_reviewed	beta-alanine biosynthetic process
3351_reviewed	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
3628_reviewed	phosphate-containing compound metabolic process
9572_reviewed	cell differentiation
23288_reviewed	limb morphogenesis
153657_reviewed	response to endoplasmic reticulum stress
54518_reviewed	positive regulation of cell adhesion
64753_reviewed	acrosome assembly
80318_reviewed	cGMP-mediated signaling
54900_reviewed	adaptive immune response
23609_reviewed	cell differentiation
221143_reviewed	peptidyl-lysine methylation
283208_reviewed	collagen fibril organization
79656_reviewed	negative regulation of DNA-templated transcription
339834_reviewed	DNA recombination
1046_reviewed	anterior/posterior axis specification
90993_reviewed	endoplasmic reticulum unfolded protein response
5837_reviewed	glycogen catabolic process
121268_reviewed	positive regulation of NF-kappaB transcription factor activity
23475_reviewed	'de novo' NAD+ biosynthetic process from L-tryptophan
89927_reviewed	cell motility involved in cerebral cortex radial glia guided migration
6911_reviewed	anatomical structure morphogenesis
259197_reviewed	cell recognition
121441_reviewed	cell division
29789_reviewed	ATP metabolic process
2331_reviewed	collagen fibril organization
55128_reviewed	innate immune response
2009_reviewed	brain development
10221_reviewed	negative regulation of JNK cascade
56203_reviewed	actin filament organization
131377_reviewed	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
26298_reviewed	cell differentiation
1192_reviewed	chloride transport
1442_reviewed	animal organ development
85476_reviewed	mitochondrial translational elongation
51117_reviewed	ubiquinone biosynthetic process
84274_reviewed	methylation
10800_reviewed	calcium ion transport
57105_reviewed	immune response
2882_reviewed	cellular response to oxidative stress
8613_reviewed	Bergmann glial cell differentiation
25893_reviewed	innate immune response
3801_reviewed	epithelial cell-cell adhesion
1200_reviewed	bone resorption
80169_reviewed	bone marrow development
79991_reviewed	negative regulation of telomere maintenance via telomerase
9235_reviewed	cell adhesion
79899_reviewed	cellular response to oxidative stress
22839_reviewed	modification of postsynaptic structure
25828_reviewed	cell redox homeostasis
26100_reviewed	autophagosome assembly
5909_reviewed	adaptive immune response
9882_reviewed	cellular response to insulin stimulus
619279_reviewed	regulation of transcription by RNA polymerase II
9663_reviewed	cellular response to insulin stimulus
91452_reviewed	fatty acid catabolic process
57685_reviewed	calcium ion transport
23175_reviewed	animal organ regeneration
377630_reviewed	apoptotic process
2230_reviewed	cellular response to cAMP
64782_reviewed	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
4521_reviewed	DNA protection
64098_reviewed	actin cytoskeleton organization
79005_reviewed	alternative mRNA splicing, via spliceosome
84619_reviewed	negative regulation of DNA-templated transcription
191_reviewed	one-carbon metabolic process
211_reviewed	cellular response to insulin stimulus
147872_reviewed	actin filament organization
83594_reviewed	circadian regulation of gene expression
685_reviewed	cell population proliferation
767_reviewed	positive regulation of calcium-mediated signaling
134359_reviewed	centriole elongation
1070_reviewed	cell division
1809_reviewed	actin crosslink formation
3846_reviewed	epidermis development
56896_reviewed	axon guidance
8789_reviewed	fructose 1,6-bisphosphate metabolic process
116173_reviewed	chemotaxis
9724_reviewed	cell differentiation
26051_reviewed	establishment of endothelial barrier
55702_reviewed	generation of catalytic spliceosome for first transesterification step
283385_reviewed	negative regulation of signal transduction by p53 class mediator
2939_reviewed	epithelial cell differentiation
2949_reviewed	glutathione metabolic process
730394_reviewed	DNA-templated transcription
3613_reviewed	inositol biosynthetic process
9672_reviewed	cell migration
125115_reviewed	epithelial cell differentiation
51207_reviewed	dephosphorylation
84948_reviewed	central nervous system formation
4111_reviewed	negative regulation of transcription by RNA polymerase II
56181_reviewed	aerobic respiration
4115_reviewed	negative regulation of transcription by RNA polymerase II
4336_reviewed	nervous system development
4355_reviewed	excitatory postsynaptic potential
10361_reviewed	blastocyst development
163183_reviewed	establishment of epithelial cell apical/basal polarity
4953_reviewed	cell population proliferation
51686_reviewed	negative regulation of polyamine transmembrane transport
5798_reviewed	dense core granule maturation
5373_reviewed	GDP-D-mannose biosynthetic process from fructose-6-phosphate
58473_reviewed	phototransduction
84283_reviewed	cornification
23204_reviewed	apoptotic process
254122_reviewed	endosomal transport
222894_reviewed	cell development
50674_reviewed	axon development
9818_reviewed	mRNA transport
84140_reviewed	cilium assembly
84547_reviewed	neurogenesis
158399_reviewed	regulation of transcription by RNA polymerase II
252884_reviewed	negative regulation of DNA-templated transcription
7586_reviewed	regulation of transcription by RNA polymerase II
8438_reviewed	chromosome organization
8687_reviewed	epithelial cell differentiation
8727_reviewed	cell adhesion
26468_reviewed	cell maturation
9117_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
93233_reviewed	cilium movement
9912_reviewed	exocytosis
130271_reviewed	negative regulation of actin filament depolymerization
9413_reviewed	CXCL12-activated CXCR4 signaling pathway
9422_reviewed	regulation of transcription by RNA polymerase II
51763_reviewed	actin cytoskeleton organization
9702_reviewed	fibroblast growth factor receptor signaling pathway
57541_reviewed	positive regulation of DNA-templated transcription
285613_reviewed	positive regulation of cell-substrate adhesion
10106_reviewed	negative regulation of G1/S transition of mitotic cell cycle
122961_reviewed	iron-sulfur cluster assembly
23390_reviewed	axonogenesis
65009_reviewed	cardiac muscle cell proliferation
55118_reviewed	axonal fasciculation
79364_reviewed	positive regulation of DNA-templated transcription
55286_reviewed	regulation of cell cycle
54069_reviewed	cell division
22899_reviewed	negative regulation of synapse maturation
55964_reviewed	cytoskeleton-dependent cytokinesis
55337_reviewed	defense response to virus
199692_reviewed	regulation of transcription by RNA polymerase II
83695_reviewed	cellular response to ionizing radiation
146849_reviewed	acrosome assembly
29078_reviewed	defense response to virus
25940_reviewed	lysosome localization
26228_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
27158_reviewed	electron transport chain
83692_reviewed	cell adhesion
50619_reviewed	regulation of small GTPase mediated signal transduction
57594_reviewed	regulation of transcription by RNA polymerase II
51005_reviewed	N-acetylglucosamine catabolic process
57639_reviewed	cell morphogenesis
652968_reviewed	cellular response to amino acid starvation
158297_reviewed	cell projection organization
387032_reviewed	regulation of transcription by RNA polymerase II
91647_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
54955_reviewed	ribosomal large subunit biogenesis
53340_reviewed	binding of sperm to zona pellucida
54432_reviewed	vesicle-mediated transport
54585_reviewed	flagellated sperm motility
129401_reviewed	cellular response to leukemia inhibitory factor
54828_reviewed	angiogenesis
54870_reviewed	endoplasmic reticulum unfolded protein response
161582_reviewed	cilium movement
342945_reviewed	regulation of transcription by RNA polymerase II
54970_reviewed	axonemal dynein complex assembly
84456_reviewed	chromatin organization
55034_reviewed	Mo-molybdopterin cofactor biosynthetic process
55156_reviewed	intracellular distribution of mitochondria
55454_reviewed	chondroitin sulfate proteoglycan biosynthetic process
202051_reviewed	cell differentiation
79848_reviewed	positive regulation of cell division
79839_reviewed	centriole-centriole cohesion
79618_reviewed	negative regulation of DNA-templated transcription
79719_reviewed	protein transport
130340_reviewed	intracellular protein transport
80726_reviewed	spermatid development
340371_reviewed	DNA damage response
83852_reviewed	cell division
93426_reviewed	cell division
199221_reviewed	ciliary transition zone assembly
282809_reviewed	acrosome assembly
29767_reviewed	actin filament organization
23144_reviewed	mRNA 3'-end processing
256297_reviewed	amacrine cell differentiation
84295_reviewed	blastocyst hatching
9807_reviewed	inositol phosphate biosynthetic process
29984_reviewed	actin filament bundle assembly
54509_reviewed	actin filament organization
4534_reviewed	phosphatidylinositol biosynthetic process
9421_reviewed	angiogenesis
1267_reviewed	adult locomotory behavior
2823_reviewed	neural retina development
116442_reviewed	autophagy
8675_reviewed	endocytic recycling
11202_reviewed	ERBB4 signaling pathway
26286_reviewed	COPI coating of Golgi vesicle
51059_reviewed	lipid metabolic process
55204_reviewed	Golgi organization
83447_reviewed	cell differentiation
285195_reviewed	defense response to bacterium
84446_reviewed	associative learning
2701_reviewed	blood vessel development
55715_reviewed	cell surface receptor protein tyrosine kinase signaling pathway
79971_reviewed	anterior/posterior axis specification
26009_reviewed	chromatin organization
124944_reviewed	chromatin organization
643_reviewed	B cell activation
54941_reviewed	adaptive immune response
9744_reviewed	protein transport
6491_reviewed	centrosome duplication
64802_reviewed	ATP generation from poly-ADP-D-ribose
8774_reviewed	intra-Golgi vesicle-mediated transport
79811_reviewed	apoptotic process
10939_reviewed	axonogenesis
23_reviewed	inflammatory response
4513_reviewed	ATP synthesis coupled electron transport
5445_reviewed	lactone catabolic process
22931_reviewed	brain development
55831_reviewed	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
284361_reviewed	angiogenesis
23065_reviewed	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
51234_reviewed	apoptotic process
399694_reviewed	apoptotic process
10044_reviewed	JNK cascade
64759_reviewed	positive regulation of Rac protein signal transduction
10810_reviewed	actin cytoskeleton organization
124930_reviewed	negative regulation of receptor internalization
338692_reviewed	negative regulation of receptor internalization
200894_reviewed	cilium assembly
122011_reviewed	negative regulation of canonical Wnt signaling pathway
4976_reviewed	apoptotic process
54103_reviewed	positive regulation of amyloid-beta formation
10437_reviewed	antigen processing and presentation of exogenous peptide antigen via MHC class I
151195_reviewed	cell differentiation
83931_reviewed	glycogen metabolic process
219699_reviewed	angiogenesis
5538_reviewed	adult locomotory behavior
1621_reviewed	behavioral response to ethanol
7425_reviewed	carbohydrate homeostasis
51213_reviewed	mRNA transport
51593_reviewed	neuronal stem cell population maintenance
92305_reviewed	ERAD pathway
5502_reviewed	glycogen metabolic process
1180_reviewed	chloride transmembrane transport
133584_reviewed	extracellular matrix organization
55168_reviewed	mitochondrial translation
9904_reviewed	positive regulation of embryonic development
79893_reviewed	cell differentiation
27180_reviewed	cell adhesion
54520_reviewed	endocytic recycling
57020_reviewed	endocytic recycling
6097_reviewed	adipose tissue development
4109_reviewed	negative regulation of transcription by RNA polymerase II
55810_reviewed	cell differentiation
25886_reviewed	cilium assembly
152926_reviewed	branched-chain amino acid catabolic process
594_reviewed	branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA
593_reviewed	branched-chain alpha-keto acid decarboxylation to branched-chain acyl-CoA
57007_reviewed	angiogenesis
10412_reviewed	maturation of 5.8S rRNA
55135_reviewed	Cajal body organization
25871_reviewed	negative regulation of neuron differentiation
55320_reviewed	cell division
3115_reviewed	adaptive immune response
725_reviewed	blood coagulation
5627_reviewed	blood coagulation
84154_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
55850_reviewed	endoplasmic reticulum tubular network organization
55764_reviewed	camera-type eye morphogenesis
9742_reviewed	cilium assembly
57539_reviewed	cellular response to leukemia inhibitory factor
57728_reviewed	cell morphogenesis
112752_reviewed	cilium assembly
10078_reviewed	spliceosomal snRNP assembly
55094_reviewed	mRNA splicing, via spliceosome
60625_reviewed	in utero embryonic development
10217_reviewed	negative regulation of G1/S transition of mitotic cell cycle
146909_reviewed	cell division
28976_reviewed	long-chain fatty acid metabolic process
4540_reviewed	aerobic respiration
483_reviewed	intracellular potassium ion homeostasis
221421_reviewed	axonemal central apparatus assembly
2070_reviewed	anatomical structure morphogenesis
140710_reviewed	cell division
145508_reviewed	intracellular protein localization
3796_reviewed	cell division
51300_reviewed	mitochondrial respiratory chain complex I assembly
55863_reviewed	mitochondrial respiratory chain complex I assembly
283150_reviewed	brain development
9933_reviewed	regulation of protein ADP-ribosylation
4931_reviewed	positive regulation of protein binding
123016_reviewed	axon guidance
27241_reviewed	cilium assembly
129880_reviewed	cilium assembly
55696_reviewed	cellular response to xenobiotic stimulus
153129_reviewed	amino acid transmembrane transport
79583_reviewed	camera-type eye development
79867_reviewed	cilium assembly
27077_reviewed	camera-type eye development
80776_reviewed	cilium assembly
54903_reviewed	branching morphogenesis of an epithelial tube
91663_reviewed	establishment of endothelial barrier
221830_reviewed	cellular response to leukemia inhibitory factor
338657_reviewed	chromosome separation
55604_reviewed	actin filament network formation
57482_reviewed	epithelial structure maintenance
84516_reviewed	aorta development
10671_reviewed	mitotic spindle organization
26953_reviewed	protein import into nucleus
84524_reviewed	apoptotic process
79768_reviewed	cytoplasmic microtubule organization
55571_reviewed	nuclear-transcribed mRNA poly(A) tail shortening
29920_reviewed	cellular response to oxidative stress
11166_reviewed	brain development
51096_reviewed	ribosomal small subunit biogenesis
153443_reviewed	maturation of SSU-rRNA
64434_reviewed	hair follicle maturation
79080_reviewed	chromosome segregation
23160_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
57050_reviewed	brain development
51335_reviewed	mitochondrial ribosome assembly
170506_reviewed	3'-UTR-mediated mRNA destabilization
8446_reviewed	protein dephosphorylation
55607_reviewed	actin filament organization
54976_reviewed	adaptive thermogenesis
54468_reviewed	cellular response to amino acid starvation
79726_reviewed	cellular response to amino acid starvation
253461_reviewed	DNA damage response
8886_reviewed	cellular response to estradiol stimulus
5875_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
55262_reviewed	cilium assembly
55610_reviewed	endocytic recycling
7260_reviewed	endocytic recycling
64087_reviewed	branched-chain amino acid catabolic process
23201_reviewed	positive regulation of base-excision repair
51008_reviewed	DNA alkylation repair
84164_reviewed	DNA alkylation repair
114876_reviewed	bile acid biosynthetic process
56652_reviewed	DNA-templated DNA replication
8545_reviewed	epigenetic regulation of gene expression
4528_reviewed	formation of translation preinitiation complex
4705_reviewed	aerobic respiration
64847_reviewed	carbohydrate metabolic process
55526_reviewed	generation of precursor metabolites and energy
3421_reviewed	carbohydrate metabolic process
129285_reviewed	regulation of intracellular mRNA localization
10795_reviewed	cell differentiation
85450_reviewed	extrinsic apoptotic signaling pathway via death domain receptors
537_reviewed	cellular response to increased oxygen levels
84317_reviewed	cellular response to increased oxygen levels
55012_reviewed	B cell homeostasis
55347_reviewed	glucuronate metabolic process
54938_reviewed	mitochondrial seryl-tRNA aminoacylation
284114_reviewed	apoptotic process
245973_reviewed	positive regulation of Wnt signaling pathway
84138_reviewed	developmental process
25923_reviewed	endoplasmic reticulum membrane fusion
64843_reviewed	axonogenesis
9910_reviewed	endocytosis
80173_reviewed	cilium assembly
150737_reviewed	cilium assembly
92104_reviewed	intraciliary transport
57560_reviewed	apoptotic process
64792_reviewed	cilium assembly
144577_reviewed	cellular response to amino acid starvation
4538_reviewed	aerobic respiration
92667_reviewed	mitochondrial DNA repair
4946_reviewed	negative regulation of polyamine transmembrane transport
729438_reviewed	cellular response to L-arginine
23277_reviewed	intracellular distribution of mitochondria
51614_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
51290_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
79018_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
221154_reviewed	calcium import into the mitochondrion
10367_reviewed	calcium import into the mitochondrion
27285_reviewed	cilium assembly
64793_reviewed	cell migration
63875_reviewed	mitochondrial translation
5533_reviewed	calcineurin-mediated signaling
10615_reviewed	cell division
23779_reviewed	negative regulation of endocytic recycling
122416_reviewed	intracellular copper ion homeostasis
51430_reviewed	ossification
605_reviewed	chromatin remodeling
9275_reviewed	apoptotic process
57648_reviewed	cell differentiation
10311_reviewed	endocytic recycling
4702_reviewed	aerobic respiration
27031_reviewed	atrial septum development
49855_reviewed	antral ovarian follicle growth
8897_reviewed	cellular response to glucose starvation
9592_reviewed	cell motility
221895_reviewed	lipid metabolic process
27019_reviewed	cilium movement
64446_reviewed	cilium assembly
3752_reviewed	action potential
5593_reviewed	intracellular signal transduction
79073_reviewed	cellular response to gamma radiation
90417_reviewed	cell division
84978_reviewed	actomyosin structure organization
6574_reviewed	biomineral tissue development
5506_reviewed	glycogen metabolic process
54934_reviewed	chromatin organization
92912_reviewed	protein K48-linked ubiquitination
84749_reviewed	autophagy of mitochondrion
166793_reviewed	negative regulation of cell population proliferation
1889_reviewed	axonogenesis involved in innervation
117_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
55841_reviewed	cell migration
347517_reviewed	intra-Golgi vesicle-mediated transport
10927_reviewed	gamete generation
51001_reviewed	mitochondrial ribosome assembly
79954_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
8659_reviewed	L-proline catabolic process
55207_reviewed	anterograde axonal transport
79624_reviewed	DNA damage response
1327_reviewed	cellular respiration
84549_reviewed	maturation of 5.8S rRNA
30_reviewed	alpha-linolenic acid metabolic process
79031_reviewed	actin cytoskeleton organization
57826_reviewed	establishment of endothelial intestinal barrier
51202_reviewed	extrinsic apoptotic signaling pathway via death domain receptors
51142_reviewed	cellular response to oxidative stress
25978_reviewed	autophagosome maturation
51004_reviewed	ubiquinone biosynthetic process
51805_reviewed	glycerol metabolic process
64175_reviewed	bone development
10491_reviewed	collagen fibril organization
55677_reviewed	chromatin remodeling
51119_reviewed	bone marrow development
79631_reviewed	cytosolic ribosome assembly
23233_reviewed	exocytosis
150962_reviewed	primary miRNA processing
54942_reviewed	dendrite morphogenesis
51762_reviewed	antigen processing and presentation
84656_reviewed	transcription elongation-coupled chromatin remodeling
4942_reviewed	L-arginine catabolic process to L-glutamate
80273_reviewed	intracellular protein transport
27000_reviewed	'de novo' cotranslational protein folding
51182_reviewed	'de novo' cotranslational protein folding
51098_reviewed	cilium assembly
10651_reviewed	inner mitochondrial membrane organization
51477_reviewed	inositol biosynthetic process
9277_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
160287_reviewed	lactate metabolic process
4134_reviewed	cell division
56922_reviewed	biotin metabolic process
7841_reviewed	oligosaccharide metabolic process
51642_reviewed	mitochondrial translation
65083_reviewed	ribosomal small subunit biogenesis
53343_reviewed	ADP catabolic process
5095_reviewed	branched-chain amino acid metabolic process
5096_reviewed	branched-chain amino acid metabolic process
64318_reviewed	DNA replication initiation
6745_reviewed	cotranslational protein targeting to membrane
23760_reviewed	lipid metabolic process
5357_reviewed	actin filament bundle assembly
5358_reviewed	actin filament bundle assembly
23203_reviewed	protein processing
84057_reviewed	homologous chromosome pairing at meiosis
29893_reviewed	homologous chromosome pairing at meiosis
27127_reviewed	meiotic cell cycle
6051_reviewed	proteolysis
9790_reviewed	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
55153_reviewed	protein transport
8407_reviewed	actin filament organization
29114_reviewed	actin filament organization
8940_reviewed	chromosome segregation
29766_reviewed	actin filament organization
56954_reviewed	asparagine metabolic process
7390_reviewed	cellular response to amine stimulus
55726_reviewed	cell division
24140_reviewed	cytoplasmic translation
84305_reviewed	exon-exon junction complex disassembly
124245_reviewed	RNA destabilization
3916_reviewed	establishment of protein localization to organelle
7542_reviewed	regulation of DNA-templated transcription
4774_reviewed	BMP signaling pathway
84699_reviewed	positive regulation of acute inflammatory response
57455_reviewed	rRNA 3'-end processing
91543_reviewed	CD4-positive, alpha-beta T cell activation
2191_reviewed	angiogenesis
100_reviewed	adenosine catabolic process
1803_reviewed	behavioral fear response
2040_reviewed	host-mediated activation of viral genome replication
7070_reviewed	angiogenesis
55188_reviewed	G protein-coupled receptor signaling pathway
64864_reviewed	positive regulation of transcription by RNA polymerase II
128434_reviewed	negative regulation of neuron apoptotic process
27071_reviewed	protein dephosphorylation
10100_reviewed	astrocyte development
116448_reviewed	axon development
1412_reviewed	lens development in camera-type eye
10817_reviewed	fibroblast growth factor receptor signaling pathway
79142_reviewed	autophagy
115992_reviewed	autophagy
139599_reviewed	brain morphogenesis
6569_reviewed	arsenate ion transmembrane transport
11009_reviewed	apoptotic process
10_reviewed	xenobiotic metabolic process
114822_reviewed	negative regulation of stress fiber assembly
2817_reviewed	cell migration
9851_reviewed	centriole replication
374654_reviewed	microtubule-based movement
10464_reviewed	activation of Janus kinase activity
153241_reviewed	astral microtubule organization
79649_reviewed	microtubule cytoskeleton organization
26586_reviewed	apoptotic process
51512_reviewed	DNA damage response, signal transduction by p53 class mediator
256714_reviewed	axon development
22832_reviewed	cilium assembly
167691_reviewed	intraciliary transport
93594_reviewed	cilium assembly
11020_reviewed	cilium assembly
6787_reviewed	cell division
132320_reviewed	cilium assembly
55857_reviewed	spindle organization
7798_reviewed	apical constriction
123811_reviewed	cilium assembly
10806_reviewed	cell projection organization
343099_reviewed	positive regulation of adipose tissue development
79796_reviewed	dolichol-linked oligosaccharide biosynthetic process
1047_reviewed	binding of sperm to zona pellucida
91289_reviewed	protein maturation
116150_reviewed	angiogenesis
9789_reviewed	protein targeting to ER
54862_reviewed	apical dendrite arborization
10198_reviewed	negative regulation of cilium assembly
57701_reviewed	microtubule bundle formation
23271_reviewed	axon development
57662_reviewed	cilium movement
57480_reviewed	regulation of small GTPase mediated signal transduction
284086_reviewed	animal organ morphogenesis
203286_reviewed	determination of left/right symmetry
64784_reviewed	cellular response to cAMP
10195_reviewed	dolichol-linked oligosaccharide biosynthetic process
347_reviewed	angiogenesis
7780_reviewed	intracellular zinc ion homeostasis
9145_reviewed	cellular response to leukemia inhibitory factor
23590_reviewed	isoprenoid biosynthetic process
6341_reviewed	intracellular copper ion homeostasis
79133_reviewed	methylation
51363_reviewed	chondroitin sulfate proteoglycan biosynthetic process
874_reviewed	cognition
1212_reviewed	clathrin-dependent endocytosis
3074_reviewed	astrocyte cell migration
9787_reviewed	centrosome localization
7942_reviewed	adaptive immune response
5257_reviewed	generation of precursor metabolites and energy
11232_reviewed	DNA-templated DNA replication
5428_reviewed	base-excision repair
51474_reviewed	actin filament bundle assembly
5872_reviewed	bicellular tight junction assembly
54949_reviewed	mitochondrial electron transport, succinate to ubiquinone
7259_reviewed	nucleosome assembly
4007_reviewed	cell projection organization
79149_reviewed	regulation of transcription by RNA polymerase II
7812_reviewed	CRD-mediated mRNA stabilization
8731_reviewed	7-methylguanosine mRNA capping
9991_reviewed	anatomical structure morphogenesis
57606_reviewed	cytoplasmic microtubule organization
57704_reviewed	bile acid metabolic process
10994_reviewed	fatty acid alpha-oxidation
11021_reviewed	antigen processing and presentation
11031_reviewed	cellular response to insulin stimulus
3797_reviewed	microtubule-based movement
22862_reviewed	cell-cell adhesion
23355_reviewed	endosomal vesicle fusion
56992_reviewed	centrosome separation
26995_reviewed	mitochondrial tRNA pseudouridine synthesis
51263_reviewed	mitochondrial translation
51318_reviewed	mitochondrial translation
54948_reviewed	mitochondrial translation
55075_reviewed	intrinsic apoptotic signaling pathway in response to DNA damage
55171_reviewed	maintenance of centrosome location
55422_reviewed	regulation of DNA-templated transcription
55435_reviewed	negative regulation of cell motility
55680_reviewed	regulation of endocytosis
63979_reviewed	ATP metabolic process
55732_reviewed	chromosome segregation
57117_reviewed	regulation of transcription elongation by RNA polymerase II
57624_reviewed	neuron projection morphogenesis
57706_reviewed	endocytic recycling
64963_reviewed	mitochondrial translation
83871_reviewed	antigen processing and presentation
84265_reviewed	transcription by RNA polymerase III
84303_reviewed	cristae formation
