1855_reviewed	Cell membrane
27247_reviewed	Mitochondrion. Cytoplasm, cytosol
7290_reviewed	Nucleus. Nucleus, PML body. Note=Primarily, though not exclusively, localized to the nucleus. Localizes to PML bodies immediately prior to onset of senescence
6310_reviewed	Cytoplasm
8161_reviewed	Nucleus
9409_reviewed	Peroxisome membrane
5824_reviewed	Cytoplasm
9326_reviewed	Cytoplasm
3172_reviewed	Nucleus
3376_reviewed	Cytoplasm
2617_reviewed	Cytoplasm
27429_reviewed	Mitochondrion intermembrane space. Mitochondrion membrane
1432_reviewed	Cytoplasm
11221_reviewed	Cytoplasm. Nucleus
9564_reviewed	Cell junction, focal adhesion
2889_reviewed	Early endosome
10293_reviewed	Nucleus, nucleoplasm
2314_reviewed	Nucleus
1477_reviewed	Nucleus
7516_reviewed	Nucleus
5892_reviewed	Nucleus
5193_reviewed	Peroxisome membrane
5830_reviewed	Cytoplasm, cytosol
5194_reviewed	Peroxisome membrane
382_reviewed	Cytoplasm, cytosol
22916_reviewed	Nucleus
4686_reviewed	Nucleus
11243_reviewed	Nucleus
4780_reviewed	Cytoplasm, cytosol
9451_reviewed	Endoplasmic reticulum membrane
1742_reviewed	Cell membrane
3761_reviewed	Cell membrane
4690_reviewed	Cytoplasm. Endoplasmic reticulum. Nucleus. Note=Mostly cytoplasmic, but shuttles between the cytoplasm and the nucleus. Import into the nucleus requires the interaction with SOCS7. Predominantly nuclear following genotoxic stresses, such as UV irradiation, hydroxyurea or mitomycin C treatments
2047_reviewed	Cell membrane
50488_reviewed	Cytoplasm
5965_reviewed	Nucleus
3840_reviewed	Cytoplasm
2066_reviewed	Cell membrane
10413_reviewed	Cytoplasm
8554_reviewed	Nucleus
6772_reviewed	Cytoplasm
9261_reviewed	Cytoplasm
3759_reviewed	Cell membrane
5725_reviewed	Nucleus
3191_reviewed	Nucleus, nucleoplasm
3430_reviewed	Cytoplasm
9111_reviewed	Cytoplasm
30818_reviewed	Cytoplasm
1027_reviewed	Nucleus. Cytoplasm. Endosome
10762_reviewed	Nucleus, nuclear pore complex
659_reviewed	Cell membrane
3636_reviewed	Cytoplasm, cytosol
1028_reviewed	Nucleus
7357_reviewed	Golgi apparatus membrane
4760_reviewed	Cytoplasm
9001_reviewed	Cytoplasm
1639_reviewed	Cytoplasm, cell cortex
9146_reviewed	Cytoplasm
1315_reviewed	Cytoplasm. Golgi apparatus membrane
22820_reviewed	Cytoplasm
26958_reviewed	Cytoplasm, cytosol
4646_reviewed	Golgi apparatus, trans-Golgi network membrane
1601_reviewed	Cytoplasm. Cytoplasmic vesicle, clathrin-coated vesicle membrane. Membrane, clathrin-coated pit. Note=Colocalizes with large insert-containing isoforms of MYO6 at clathrin-coated pits/vesicles. During mitosis is progressively displaced from the membrane and translocated to the cytoplasm
55802_reviewed	Cytoplasm, P-body
6868_reviewed	Membrane
79947_reviewed	Endoplasmic reticulum membrane
10577_reviewed	Secreted
572_reviewed	Mitochondrion outer membrane. Cytoplasm
23705_reviewed	Cell membrane
4356_reviewed	Cell membrane
5901_reviewed	Nucleus
7041_reviewed	Cell junction, focal adhesion. Nucleus matrix. Cytoplasm, cytoskeleton. Note=Associated with the actin cytoskeleton; colocalizes with stress fibers
2185_reviewed	Cytoplasm. Cytoplasm, perinuclear region. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell junction, focal adhesion. Cell projection, lamellipodium. Cytoplasm, cell cortex. Nucleus. Note=Interaction with NPHP1 induces the membrane-association of the kinase. Colocalizes with integrins at the cell periphery
274_reviewed	[Isoform BIN1]: Nucleus
8723_reviewed	Early endosome membrane
657_reviewed	Cell membrane
10262_reviewed	Nucleus
137492_reviewed	Late endosome membrane; Peripheral membrane protein. Nucleus
10524_reviewed	Nucleus
2120_reviewed	Nucleus
4605_reviewed	Nucleus
90441_reviewed	Cytoplasm
27101_reviewed	Nucleus
4085_reviewed	Nucleus
2100_reviewed	Nucleus
5468_reviewed	Cytoplasm
573_reviewed	[Isoform 1]: Nucleus. Cytoplasm. Note=Isoform 1 localizes predominantly to the nucleus
3312_reviewed	Cytoplasm
23645_reviewed	Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side
2887_reviewed	Cytoplasm
56893_reviewed	Nucleus
7874_reviewed	Nucleus
8726_reviewed	Nucleus. Chromosome. Note=Transiently colocalizes with XIST at inactive X chromosomes
10657_reviewed	Nucleus
5913_reviewed	Cell membrane; Peripheral membrane protein; Cytoplasmic side. Postsynaptic cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton. Note=Cytoplasmic surface of postsynaptic membranes
7022_reviewed	Nucleus
22808_reviewed	Cell membrane
5241_reviewed	Nucleus. Cytoplasm. Note=Nucleoplasmic shuttling is both hormone- and cell cycle-dependent. On hormone stimulation, retained in the cytoplasm in the G(1) and G(2)/M phases
5887_reviewed	Nucleus
7068_reviewed	Nucleus
5705_reviewed	Cytoplasm
9869_reviewed	Nucleus
5192_reviewed	Peroxisome membrane
4175_reviewed	Nucleus
5994_reviewed	Nucleus
5993_reviewed	Nucleus
7186_reviewed	Cytoplasm
599_reviewed	Mitochondrion membrane
10018_reviewed	Endomembrane system
55620_reviewed	Cytoplasm
5753_reviewed	Cytoplasm. Nucleus. Cell projection, ruffle. Membrane
3603_reviewed	[Interleukin-16]: Secreted
4659_reviewed	Cytoplasm
6015_reviewed	Nucleus
8535_reviewed	Nucleus
5879_reviewed	Cell membrane
7442_reviewed	Postsynaptic cell membrane
143425_reviewed	Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane
6867_reviewed	Cytoplasm
8089_reviewed	Nucleus
1207_reviewed	Cytoplasm, cytosol
6477_reviewed	Cytoplasm. Nucleus. Note=Predominantly cytoplasmic. Partially nuclear
3835_reviewed	Nucleus
23089_reviewed	Extracellular vesicle membrane
